damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
0.2,17,4,14:51:00,2019,담뱃불실화,산53,삼옥,영월,영월,강원,17,수요일,4,13:52:00,2019
0.03,6,4,17:00:00,2019,쓰레기소각,산124,자매,진주,수곡,경남,6,토요일,4,13:08:00,2019
0.03,19,4,16:50:00,2019,쓰레기소각,산92-4,노곡,연천,백학,경기,19,금요일,4,14:53:00,2019
0.1,18,4,14:10:00,2019,주택화재비화,산44-2,,유성,성북,대전,18,목요일,4,13:24:00,2019
0.1,17,4,12:15:00,2019,기타,1-7(임),신천,가평,설악,경기,17,수요일,4,10:35:00,2019
0.15,15,4,18:28:00,2019,기타,산23-9,위,안동,임동,경북,15,월요일,4,17:10:00,2019
0.57,12,4,23:10:00,2019,기타,산48-1,웅진,양구,양구,강원,12,금요일,4,20:58:00,2019
0.5,8,4,18:00:00,2019,입산자실화,산37-1,관대,인제,남,강원,8,월요일,4,14:45:00,2019
0.01,20,4,16:40:00,2019,입산자실화,산56-1,태평,임실,성수,전북,20,토요일,4,15:50:00,2019
0.02,22,4,17:30:00,2019,기타,산143-1,차산,남양주,화도,경기,22,월요일,4,15:30:00,2019
0.05,6,5,18:00:00,2019,입산자실화,산162,범왕,하동,화개,경남,6,월요일,5,13:44:00,2019
1.5,7,5,18:30:00,2019,기타,산116-1,중암,여주,북내,경기,7,화요일,5,16:07:00,2019
0.4,9,5,0:00:00,2019,기타,산9-1,,서,시천,인천,9,목요일,5,20:45:00,2019
0.05,11,5,14:10:00,2019,입산자실화,산136외,동곡,광양,옥룡,전남,11,토요일,5,12:28:00,2019
0.01,12,5,12:51:00,2019,입산자실화,산202,매남,경산,용성,경북,12,일요일,5,11:43:00,2019
0.05,13,5,22:25:00,2019,기타,산3-1,황산,함양,서하,경남,13,월요일,5,19:11:00,2019
0.01,17,5,10:00:00,2019,기타,산112-20,용정,남양주,진건,경기,17,금요일,5,9:12:00,2019
0.16,4,5,14:30:00,2019,기타,산150-2임,남포,옹진,백령,인천,4,토요일,5,13:10:00,2019
0.1,12,5,2:45:00,2019,입산자실화,산51,지소,청송,안덕,경북,11,토요일,5,22:24:00,2019
0.03,13,5,6:30:00,2019,입산자실화,산21,공암,공주,반포,충남,13,월요일,5,4:30:00,2019
0.2,15,5,16:00:00,2019,입산자실화,산45,어곡,고령,성산,경북,15,수요일,5,11:20:00,2019
0.01,21,5,12:24:00,2019,입산자실화,산179,대전,포항,송라,경북,21,화요일,5,11:28:00,2019
0.06,11,5,10:12:00,2019,입산자실화,334-5,송림,화성,남양,경기,11,토요일,5,8:51:00,2019
0.06,9,5,13:00:00,2019,입산자실화,산28-1,,보령,죽정,충남,9,목요일,5,11:40:00,2019
2,7,5,18:00:00,2019,입산자실화,산1-1,품걸,춘천,동,강원,7,화요일,5,11:47:00,2019
0.01,6,5,15:30:00,2019,입산자실화,산71-2,임평,장수,계북,전북,6,월요일,5,10:45:00,2019
0.01,3,5,12:00:00,2019,입산자실화,산10,모화,경주,외동,경북,3,금요일,5,11:00:00,2019
0.3,22,4,14:35:00,2019,기타,산42,삼항,청주,가덕,충북,22,월요일,4,13:48:00,2019
0.06,20,4,14:15:00,2019,담뱃불실화,산75-3,금곡,평택,안중,경기,20,토요일,4,13:33:00,2019
0.01,18,5,23:15:00,2019,기타,산127-1,화악,가평,북,경기,18,토요일,5,22:15:00,2019
0.05,15,5,4:10:00,2019,입산자실화,산6-1,신흥,아산,배방,충남,15,수요일,5,1:55:00,2019
0.08,12,5,22:00:00,2019,쓰레기소각,산80-3,금곡,파주,법원,경기,12,일요일,5,20:03:00,2019
0.2,11,5,21:00:00,2019,입산자실화,산224,임초,가평,상,경기,11,토요일,5,15:50:00,2019
0.1,11,5,7:30:00,2019,입산자실화,산32,두산,영주,봉현,경북,10,금요일,5,23:55:00,2019
0.1,6,5,19:20:00,2019,입산자실화,산187-1,흥양,원주,소초,강원,6,월요일,5,17:50:00,2019
0.02,5,5,19:00:00,2019,입산자실화,산23,,사상,괘법,부산,5,일요일,5,18:20:00,2019
0.2,2,5,16:25:00,2019,입산자실화,287-5,강촌,춘천,남산,강원,2,목요일,5,14:21:00,2019
0.26,22,4,13:31:00,2019,쓰레기소각,산424,용담,화천,사내,강원,22,월요일,4,12:19:00,2019
0.01,8,5,19:50:00,2019,기타,산66-1,상동,가평,상,경기,8,수요일,5,18:55:00,2019
0.02,9,5,20:40:00,2019,입산자실화,산19-84,신암,영양,수비,경북,9,목요일,5,19:11:00,2019
0.01,7,5,17:40:00,2019,기타,600,임초,가평,상,경기,7,화요일,5,16:33:00,2019
0.01,11,5,11:54:00,2019,기타,산128-48,,중,운북,인천,11,토요일,5,11:31:00,2019
0.01,11,5,13:45:00,2019,입산자실화,산46-1,반계,상주,모동,경북,11,토요일,5,13:08:00,2019
0.05,12,5,11:10:00,2019,기타,산44-3,,유성,대,대전,12,일요일,5,9:21:00,2019
0.3,21,4,16:00:00,2019,입산자실화,산214,산음,양평,단월,경기,21,일요일,4,10:57:00,2019
0.01,23,4,12:10:00,2019,기타,산8,임천,밀양,삼랑진,경남,23,화요일,4,10:55:00,2019
1.9,7,5,18:30:00,2019,기타,산53,풍암,홍천,서석,강원,7,화요일,5,15:40:00,2019
0.01,4,5,15:15:00,2019,입산자실화,산89-1(임),무갑,광주,초월,경기,4,토요일,5,14:10:00,2019
0.2,6,5,15:10:00,2019,입산자실화,산4-17,월호,서천,서,충남,6,월요일,5,13:18:00,2019
0.1,20,4,17:06:00,2019,쓰레기소각,산166,사산,무주,적상,전북,20,토요일,4,15:30:00,2019
0.5,20,4,19:32:00,2019,기타,산118,여천,단양,가곡,충북,20,토요일,4,17:07:00,2019
0.01,22,4,16:50:00,2019,입산자실화,산19-1,무릉,괴산,청천,충북,22,월요일,4,15:02:00,2019
0.01,23,4,9:50:00,2019,기타,산11,존도,문경,산양,경북,23,화요일,4,8:53:00,2019
0.05,3,5,16:01:00,2019,입산자실화,산1-1,,춘천,석사,강원,3,금요일,5,14:44:00,2019
0.05,5,5,4:45:00,2019,입산자실화,산1-1,,춘천,석사,강원,5,일요일,5,3:22:00,2019
0.02,6,5,14:58:00,2019,입산자실화,산317-1,군업,홍천,화촌,강원,6,월요일,5,14:08:00,2019
0.09,8,5,7:00:00,2019,입산자실화,산60,,화성,목,경기,8,수요일,5,4:59:00,2019
0.2,12,5,18:00:00,2019,기타,산21-1,삼산,청주,낭성,충북,12,일요일,5,16:32:00,2019
0.28,11,5,19:20:00,2019,입산자실화,산260,두미,홍천,서,강원,11,토요일,5,17:50:00,2019
0.1,11,5,16:20:00,2019,입산자실화,산82,방제,정선,신동,강원,11,토요일,5,14:36:00,2019
0.09,11,5,10:00:00,2019,입산자실화,118-16,,화성,목,경기,11,토요일,5,5:05:00,2019
0.06,10,5,12:10:00,2019,입산자실화,430-2(임),송림,화성,남양,경기,10,금요일,5,10:50:00,2019
0.2,9,5,6:46:00,2019,기타,산39,대신,청주,미원,충북,9,목요일,5,3:55:00,2019
0.03,8,5,15:00:00,2019,입산자실화,산82-1,,동,동부,울산,8,수요일,5,11:28:00,2019
0.09,7,5,11:38:00,2019,기타,산7-1,,동두천,상패,경기,7,화요일,5,10:06:00,2019
0.01,6,5,17:05:00,2019,입산자실화,산72,보석,군산,임피,전북,6,월요일,5,14:10:00,2019
0.03,6,5,11:25:00,2019,입산자실화,산6,산수,서산,해미,충남,6,월요일,5,10:19:00,2019
0.15,5,5,12:30:00,2019,입산자실화,산222,삽교,횡성,둔내,강원,5,일요일,5,11:40:00,2019
0.02,2,5,17:10:00,2019,주택화재비화,산21,유현,횡성,성원,강원,2,목요일,5,16:28:00,2019
0.01,23,4,15:40:00,2019,기타,647,상번천,광주,남한산성,경기,23,화요일,4,14:15:00,2019
0.04,22,4,16:30:00,2019,기타,산25,,강동,길,서울,22,월요일,4,13:45:00,2019
2.53,22,4,2:00:00,2019,입산자실화,산127,갈면,울진,매화,경북,21,일요일,4,11:31:00,2019
0.1,12,5,23:20:00,2019,기타,산125,양동,김해,주촌,경남,12,일요일,5,21:16:00,2019
0.15,14,5,15:50:00,2019,주택화재비화,산24,마룡,양평,용문,경기,14,화요일,5,9:04:00,2019
0.03,10,5,12:00:00,2019,입산자실화,산144-1,,중,다운,울산,10,금요일,5,10:21:00,2019
2,11,5,21:00:00,2019,기타,산77,,동두천,탑동,경기,11,토요일,5,14:24:00,2019
0.01,12,5,14:00:00,2019,쓰레기소각,산35-13,도갑,영암,군서,전남,12,일요일,5,13:21:00,2019
0.01,14,5,9:53:00,2019,입산자실화,산22-1,하송,포항,송라,경북,14,화요일,5,8:30:00,2019
0.03,18,5,0:15:00,2019,입산자실화,463-10,물한,안동,북후,경북,17,금요일,5,23:14:00,2019
0.1,12,5,12:50:00,2019,기타,산127,가사,정선,신동,강원,12,일요일,5,11:59:00,2019
0.01,13,5,17:00:00,2019,기타,산28-1,신왕,평택,현덕,경기,13,월요일,5,15:59:00,2019
0.3,13,5,23:26:00,2019,입산자실화,산12,가곡,상주,외서,경북,13,월요일,5,20:40:00,2019
0.02,16,5,17:30:00,2019,기타,산1,유천,평창,대관령,강원,16,목요일,5,15:55:00,2019
0.01,17,5,15:00:00,2019,입산자실화,산254-4,,중,성안,울산,17,금요일,5,14:01:00,2019
0.01,19,5,14:51:00,2019,입산자실화,산192,하시동,강릉,강동,강원,19,일요일,5,14:20:00,2019
0.04,18,5,15:30:00,2019,기타,1353,호매실,수원,권선,경기,18,토요일,5,14:38:00,2019
0.01,15,5,9:40:00,2019,기타,산67-25,,남양주,금곡,경기,15,수요일,5,8:55:00,2019
0.05,6,5,17:00:00,2019,입산자실화,산40-1,기산,장흥,안양,전남,6,월요일,5,13:55:00,2019
0.01,21,4,20:25:00,2019,입산자실화,산8-1,신화,아산,영인,충남,21,일요일,4,19:15:00,2019
0.02,13,5,14:30:00,2019,기타,251-7(임),대반,평택,안중,경기,13,월요일,5,13:40:00,2019
0.01,12,5,22:00:00,2019,입산자실화,산50,오남,남양주,오남,경기,12,일요일,5,20:00:00,2019
0.01,12,5,7:00:00,2019,입산자실화,산114-2,,해운대,좌,부산,12,일요일,5,3:18:00,2019
0.02,11,5,17:50:00,2019,입산자실화,산38-7,용담,양평,양서,경기,11,토요일,5,15:35:00,2019
0.01,11,5,11:00:00,2019,입산자실화,산72,문거,청송,안덕,경북,11,토요일,5,9:35:00,2019
0.3,10,5,20:00:00,2019,입산자실화,산39-1,궁항,진안,부귀,전북,10,금요일,5,16:33:00,2019
0.01,9,5,12:54:00,2019,기타,산28-3,백석,파주,파주,경기,9,목요일,5,12:09:00,2019
0.2,16,5,15:42:00,2019,기타,산311,세량,화순,화순,전남,16,목요일,5,13:56:00,2019
0.1,18,5,19:40:00,2019,입산자실화,산102-4,대부복,안산,단원,경기,18,토요일,5,15:31:00,2019
0.5,22,5,17:30:00,2019,기타,산2,후,여주,산북,경기,22,수요일,5,14:39:00,2019
0.01,8,5,13:20:00,2019,기타,산48-4,문봉,고양,일산동,경기,8,수요일,5,12:12:00,2019
0.03,20,4,17:40:00,2019,기타,산10-4,하신,공주,반포,충남,20,토요일,4,14:19:00,2019
1,7,5,14:30:00,2019,기타,산156,가양,포천,창수,경기,7,화요일,5,11:59:00,2019
0.5,6,5,16:50:00,2019,쓰레기소각,산4-1,설계,영동,영동,충북,6,월요일,5,14:37:00,2019
0.15,6,5,13:50:00,2019,쓰레기소각,산155,갈운,양평,청운,경기,6,월요일,5,11:38:00,2019
5.2,5,5,22:00:00,2019,기타,산21,소치,인제,남,강원,5,일요일,5,14:25:00,2019
0.5,3,5,16:00:00,2019,기타,산6-2,대자,고양,덕양,경기,3,금요일,5,12:04:00,2019
0.01,2,5,14:00:00,2019,기타,139(임),삼거,연천,군남,경기,2,목요일,5,11:58:00,2019
0.02,22,4,15:50:00,2019,기타,산68-5,,시흥,논곡,경기,22,월요일,4,14:11:00,2019
0.03,14,5,16:30:00,2019,입산자실화,산97,,북,천곡,울산,14,화요일,5,15:02:00,2019
0.2,4,6,15:26:00,2019,입산자실화,산408,화암,정선,화암,강원,4,화요일,6,14:14:00,2019
0.76,6,6,14:50:00,2019,기타,산124,강교,경주,안강,경북,6,목요일,6,12:15:00,2019
0.1,4,7,18:00:00,2019,쓰레기소각,산10-1,송천,남양주,조안,경기,4,목요일,7,13:32:00,2019
0.1,3,6,16:00:00,2019,기타,산66-3,능내,남양주,조안,경기,3,월요일,6,12:49:00,2019
4.7,27,5,6:35:00,2019,기타,산82-2,사천,안동,녹전,경북,26,일요일,5,17:46:00,2019
0.2,25,5,19:00:00,2019,입산자실화,산24,동원,영주,단산,경북,25,토요일,5,16:45:00,2019
0.03,8,7,18:00:00,2019,기타,산39-9,하대원,성남,중원,경기,8,월요일,7,13:11:00,2019
0.05,6,7,17:25:00,2019,입산자실화,산169-1,삼송,서산,해미,충남,6,토요일,7,15:58:00,2019
0.1,23,5,12:30:00,2019,쓰레기소각,산130,소로,봉화,춘양,경북,23,목요일,5,10:05:00,2019
1,23,5,20:30:00,2019,입산자실화,산113,,동,진인,대구,23,목요일,5,15:59:00,2019
0.07,7,7,17:10:00,2019,주택화재비화,산352,갑천,횡성,청일,강원,7,일요일,7,16:04:00,2019
0.18,6,7,20:00:00,2019,주택화재비화,산144-1,녹천,공주,유구,충남,6,토요일,7,15:21:00,2019
0.01,12,6,16:28:00,2019,입산자실화,산10,평사,경산,진량,경북,12,수요일,6,15:23:00,2019
0.04,6,6,12:08:00,2019,기타,199-2,,강북,우이,서울,6,목요일,6,10:11:00,2019
0.03,4,6,13:25:00,2019,주택화재비화,산58-1,고은,안성,일죽,경기,4,화요일,6,10:40:00,2019
0.03,2,6,18:50:00,2019,입산자실화,산73-1,시산,예산,대술,충남,2,일요일,6,18:00:00,2019
0.05,24,5,5:40:00,2019,기타,226-136(임),덕은,파주,월롱,경기,24,금요일,5,0:22:00,2019
1.07,31,5,5:20:00,2019,쓰레기소각,산23,전동,경주,감포,경북,31,금요일,5,2:50:00,2019
0.18,5,6,20:00:00,2019,입산자실화,산20-1,제내,경주,외동,경북,5,수요일,6,17:00:00,2019
0.1,6,7,17:30:00,2019,입산자실화,산17,성당,익산,성당,전북,6,토요일,7,14:45:00,2019
0.6,9,7,21:10:00,2019,기타,산48,창원,영월,남,강원,9,화요일,7,18:39:00,2019
0.03,26,5,14:10:00,2019,기타,산6,산수,서산,해미,충남,26,일요일,5,12:41:00,2019
0.1,24,5,14:30:00,2019,입산자실화,산260,정양,영월,영월,강원,24,금요일,5,12:59:00,2019
0.2,9,7,16:35:00,2019,기타,산260,진목,포천,내촌,경기,9,화요일,7,14:17:00,2019
0.03,8,7,18:36:00,2019,기타,산3-3,,하남,초이,경기,8,월요일,7,17:07:00,2019
0.01,6,7,13:00:00,2019,기타,산1-4임,,금남,성덕,세종,6,토요일,7,11:45:00,2019
0.03,5,7,16:30:00,2019,입산자실화,산10,영전,태안,소원,충남,5,금요일,7,14:14:00,2019
0.02,5,6,16:20:00,2019,기타,산46-1,교동,울주,삼남,울산,5,수요일,6,15:53:00,2019
0.5,5,6,15:26:00,2019,기타,산20,달신,군위,우보,경북,5,수요일,6,12:10:00,2019
0.3,26,5,3:00:00,2019,입산자실화,산169,,정읍,쌍암,전북,25,토요일,5,23:51:00,2019
0.01,3,6,21:30:00,2019,주택화재비화,산44-1,도심,봉화,춘양,경북,3,월요일,6,19:21:00,2019
0.03,6,6,15:39:00,2019,쓰레기소각,산59-1,아사,경산,진량,경북,6,목요일,6,13:32:00,2019
0.02,7,7,17:00:00,2019,기타,산394-5,고천,강화,내가,인천,7,일요일,7,15:50:00,2019
0.1,31,5,1:10:00,2019,기타,251-31,냉정,강화,선원,인천,30,목요일,5,23:54:00,2019
0.01,26,5,15:20:00,2019,기타,산87,어석,이천,장호원,경기,26,일요일,5,13:22:00,2019
0.01,4,6,14:20:00,2019,담뱃불실화,산22,율,성남,분당,경기,4,화요일,6,12:34:00,2019
0.09,25,6,21:56:00,2019,입산자실화,산27-90,,화성,영천,경기,25,화요일,6,19:53:00,2019
0.01,9,7,16:00:00,2019,담뱃불실화,산20-1,용암,원주,귀래,강원,9,화요일,7,13:49:00,2019
0.25,6,7,19:50:00,2019,입산자실화,산216-5,이곡,태안,원북,충남,6,토요일,7,10:22:00,2019
0.1,8,7,12:45:00,2019,기타,산90-2,성산,원주,신림,강원,8,월요일,7,9:38:00,2019
0.1,23,5,14:38:00,2019,입산자실화,산250,문래,정선,임계,강원,23,목요일,5,12:37:00,2019
0.01,30,5,21:00:00,2019,입산자실화,산32,두산,영주,봉현,경북,30,목요일,5,18:45:00,2019
1.2,6,6,13:32:00,2019,입산자실화,산174,오산,무주,무주,전북,5,수요일,6,14:41:00,2019
0.02,11,8,14:30:00,2019,주택화재비화,산122-1,대산,공주,정산,충남,11,일요일,8,12:00:00,2019
0.08,26,8,18:00:00,2019,입산자실화,산102,검산,홍천,서석,강원,26,월요일,8,12:10:00,2019
0.22,23,8,14:15:00,2019,기타,산7-1,석화,횡성,서원,강원,23,금요일,8,12:31:00,2019
0.01,26,8,16:50:00,2019,기타,산120,석정,평택,포승,경기,26,월요일,8,16:22:00,2019
0.02,19,9,16:20:00,2019,쓰레기소각,06월 04일,녹도,보령,오천,충남,19,목요일,9,10:38:00,2019
0.16,30,9,18:00:00,2019,입산자실화,산267,도평,포천,이동,경기,29,일요일,9,17:42:00,2019
0.02,3,1,0:05:00,2018,기타,산43-1(임),,강서,화곡,서울,2,화요일,1,22:12:00,2018
50,2,1,19:00:00,2018,기타,산145,기룡,기장,장안,부산,1,월요일,1,21:46:00,2018
0.01,2,1,22:30:00,2018,입산자실화,산128-1,교항,원주,소초,강원,2,화요일,1,20:40:00,2018
0.1,6,1,7:40:00,2018,입산자실화,산31-3,,사하,감천,부산,6,토요일,1,3:06:00,2018
0.04,6,1,17:10:00,2018,기타,산18,사천,무안,몽탄,전남,6,토요일,1,15:05:00,2018
0.02,6,1,18:45:00,2018,주택화재비화,산148,월흥,고성,하이,경남,6,토요일,1,15:50:00,2018
0.06,8,1,14:25:00,2018,기타,134-4(임),,서,대곡,인천,8,월요일,1,13:46:00,2018
0.01,6,1,6:50:00,2018,입산자실화,산4-1,유평,산청,삼장,경남,6,토요일,1,5:27:00,2018
0.02,10,1,22:40:00,2018,주택화재비화,산11,월,양양,양양,강원,10,수요일,1,21:38:00,2018
0.2,3,1,15:30:00,2018,입산자실화,산37-1,온천,공주,반포,충남,3,수요일,1,12:25:00,2018
0.1,3,1,16:30:00,2018,담뱃불실화,산40-2,우계,예천,예천,경북,3,수요일,1,14:15:00,2018
0.1,14,1,13:54:00,2018,쓰레기소각,산57-1,금암,칠곡,동명,경북,14,일요일,1,12:30:00,2018
1.2,15,1,5:30:00,2018,주택화재비화,산207외14필,화일,양양,양양,강원,14,일요일,1,19:53:00,2018
0.04,16,1,4:00:00,2018,기타,176-120,,광진,중곡,서울,16,화요일,1,0:20:00,2018
0.03,25,1,13:35:00,2018,기타,산24-1,봉두,여수,소라,전남,25,목요일,1,11:47:00,2018
0.05,25,1,17:50:00,2018,입산자실화,산16,용동,해남,옥천,전남,25,목요일,1,15:25:00,2018
0.01,25,1,15:30:00,2018,입산자실화,산27-3,소계,창원,의창,경남,25,목요일,1,14:58:00,2018
0.01,26,1,15:10:00,2018,주택화재비화,산47,우동,통영,광도,경남,26,금요일,1,13:20:00,2018
3,28,1,19:00:00,2018,쓰레기소각,산77-1(임),,시흥,조남,경기,28,일요일,1,15:33:00,2018
0.02,27,1,14:20:00,2018,입산자실화,산136,무곡,합천,대양,경남,27,토요일,1,13:40:00,2018
1,28,1,20:00:00,2018,입산자실화,산292,추곡,창원,진북,경남,28,일요일,1,13:51:00,2018
0.15,26,1,15:35:00,2018,주택화재비화,산761-3,회령,보성,회천,전남,26,금요일,1,13:45:00,2018
0.01,27,1,18:45:00,2018,기타,산169,,강서,방화,서울,27,토요일,1,17:12:00,2018
0.03,28,1,14:00:00,2018,입산자실화,산30-1,,남동,서창,인천,28,일요일,1,12:16:00,2018
0.2,30,1,15:50:00,2018,쓰레기소각,산318-1,효자4,전주,완산,전북,30,화요일,1,14:40:00,2018
0.02,29,1,17:50:00,2018,기타,산29,장대,의성,봉양,경북,29,월요일,1,16:50:00,2018
0.02,30,1,18:00:00,2018,기타,산95,황계,합천,용주,경남,30,화요일,1,12:51:00,2018
1,30,1,17:30:00,2018,담뱃불실화,산16,산법,영주,풍기,경북,30,화요일,1,14:00:00,2018
0.2,1,2,8:50:00,2018,주택화재비화,산106,죽곡,영천,화남,경북,1,목요일,2,6:12:00,2018
0.05,31,1,18:30:00,2018,기타,산39,박곡,달성,다사,대구,31,수요일,1,17:05:00,2018
0.09,3,2,14:30:00,2018,기타,산21,구산,문경,호계,경북,3,토요일,2,13:22:00,2018
0.01,4,2,14:26:00,2018,입산자실화,산58-2,가배,거제,동부,경남,4,일요일,2,12:31:00,2018
0.1,3,2,20:00:00,2018,입산자실화,산20-1,하석,청주,현도,충북,3,토요일,2,16:46:00,2018
0.01,3,2,13:30:00,2018,담뱃불실화,산47-11,양곡,창원,성산,경남,3,토요일,2,12:45:00,2018
0.03,4,2,12:50:00,2018,입산자실화,산20,,충주,직,충북,4,일요일,2,10:47:00,2018
0.15,5,2,17:00:00,2018,기타,190-5,운학,용인,처인,경기,4,일요일,2,23:13:00,2018
0.5,4,2,16:00:00,2018,담뱃불실화,산213,화산,울주,서생,울산,4,일요일,2,13:11:00,2018
0.02,1,2,14:30:00,2018,기타,산18,,강남,세곡,서울,1,목요일,2,11:56:00,2018
0.02,1,2,17:00:00,2018,입산자실화,산102,검산,홍천,서석,강원,1,목요일,2,13:40:00,2018
0.03,1,2,15:51:00,2018,입산자실화,산17-1,미평,김천,구성,경북,1,목요일,2,14:35:00,2018
0.1,2,2,14:00:00,2018,입산자실화,763-1,병암,음성,생극,충북,2,금요일,2,12:26:00,2018
0.04,6,2,15:30:00,2018,기타,산15-18,,하남,하산곡,경기,6,화요일,2,14:35:00,2018
0.01,5,2,13:55:00,2018,입산자실화,산16,화산,화성,우정,경기,5,월요일,2,12:59:00,2018
0.01,5,2,20:00:00,2018,기타,산1-1,,영도,신선,부산,5,월요일,2,19:15:00,2018
0.05,6,2,18:00:00,2018,주택화재비화,산119,정평,진주,집현,경남,6,화요일,2,8:27:00,2018
